pdb_id;organism_scientific_name;organism_synonyms;rank;genus;superkingdom;assembly_composition;assembly_type;entity_id
5czp;Escherichia coli str. K-12 substr. MG1655;Escherichia Coli Mg1655,Escherichia Coli Strain Mg1655,Escherichia Coli Str. Mg1655,Escherichia Coli Str. K-12 Substr. Mg1655,Escherichia Coli Str. K12 Substr. Mg1655,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;53
5hcr;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
5hcp;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
5lza;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5kcr;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;55
5ib8;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5ib8;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5ib8;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
6ord;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
6ord;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
6ouo;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
6osq;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;5
6ore;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;5
6orl;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;52
6ope;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
6ope;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5j3c;Escherichia coli JJ1887;Escherichia Coli Jj1887,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;53
5hcq;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
5hd1;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
5f8k;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
5E+81;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5E+81;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;55-mer;23
5E+81;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;55-mer;24
5el6;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5el6;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5el6;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5el7;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5el7;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5oom;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;55-mer;48
5oom;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;55-mer;2
5d8b;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;53
5dfe;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;1
6ost;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
6tbv;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;55
5ibb;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5ibb;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5el4;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5el4;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5el4;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5el5;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
5el5;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
5el5;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
5j30;Escherichia coli JJ1887;Escherichia Coli Jj1887,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;53
5ibb;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
4wq1;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
4wq1;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
4wqr;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
4wqr;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
4wqr;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
4wsd;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;22
4wsd;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;23
4wsd;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;24
4v9n;Thermus thermophilus HB27;Thet2,Thermus Thermophilus Str. Hb27,Thermus Thermophilus Strain Hb27,Thermus Thermophilus (Strain Atcc Baa-163 / Dsm 7039 / Hb27),Thermus Thermophilus Hb27,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;55-mer;3
4z8c;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;54
4v8f;Escherichia coli str. K-12 substr. MDS42;Escherichia Coli Str. K-12 Substr. Mds42,Escherichia Coli Strain K-12 Substrain Mds42,Escherichia Coli Mds42,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;55-mer;52
